Area_type,Location,Room size,Square_ft,Bathroom,Parking,Balcony,price_old,availability,Age
Super built up  Area,Somasundara Palya,3,1600,3,Yes,3,64,Ready To Move,2015
Plot  Area,T.C PALYA,2,1200,2,Yes,0,79,18-Mar,2017
Carpet  Area,Muneshwara Nagar,2,1230,2,Yes,3,48,Ready To Move,2017
Super built up  Area, Devarachikkanahalli,2,1250,2,Yes,2,40,Ready To Move,2017
Super built up  Area,Kalena Agrahara,2,1325,2,Yes,2,76,Ready To Move,2017
Built up  Area,7th Phase JP Nagar,3,1850,3,Yes,1,150,Ready To Move,2015
Super built up  Area,Kanakpura Road,1,525,,Yes,,21.53,21-Dec,
Super built up  Area,Basaveshwara Nagar,2,1200,2,Yes,2,65,Ready To Move,2017
Plot  Area,Bull Temple Road,3,1350,2,Yes,0,140,Ready To Move,2017
Super built up  Area,Bommasandra,3,1260,3,Yes,1,49.36,18-Jun,2015
Super built up  Area,Prashanth Nagar,3,1800,3,Yes,0,150,Ready To Move,2015
Plot  Area,Suragajakkanahalli,3,11,3,Yes,2,74,18-Dec,2015
Built up  Area,Ardendale,2,1100,2,Yes,1,43.25,Ready To Move,2017
Super built up  Area,Harlur,2,1508,2,Yes,1,77,Ready To Move,2017
Carpet  Area,Sampigehalli,3,1592,3,Yes,2,75,Ready To Move,2015
Super built up  Area,Akshaya Nagar,2,1388,2,Yes,3,57,Ready To Move,2017
Super built up  Area,Electronic City Phase II,1,630,1,Yes,1,28.35,18-May,2017
Plot  Area,RMV,3,2000,3,Yes,2,365,Ready To Move,2015
Super built up  Area,Banashankari3rd stage bigbazar,3,1762,3,Yes,1,125,Ready To Move,2015
Super built up  Area,Bagalur Main Road,2,950,2,Yes,2,50,21-Dec,2017
Super built up  Area,Kodihalli,4,3252,5,Yes,3,335,Ready To Move,2019
Super built up  Area,Magadi Road,2,1116,2,Yes,1,50,18-Aug,2017
Super built up  Area,Narayanapura,2,1308,2,Yes,2,89.04,Ready To Move,2017
Super built up  Area,MS Pallya,3,1200,3,Yes,0,90,Ready To Move,2015
Plot  Area,Binny Mills Employees Colony,4,1500,4,Yes,2,230,Ready To Move,2018
Built up  Area,Bannerghatta Road,1,500,1,Yes,1,18.5,Ready To Move,2017
Super built up  Area,Hennur,2,1075,2,Yes,1,52,Ready To Move,2017
Super built up  Area,Chandapura,1,530,1,Yes,0,11.66,18-Mar,2017
Built up  Area,Bellandur,2,1205,2,Yes,3,66,Ready To Move,2017
Super built up  Area,5th Phase JP Nagar,2,1075,2,Yes,2,60,Ready To Move,2017
Built up  Area,KR Puram,2,930,2,Yes,2,39,Ready To Move,2017
Super built up  Area,Balagere,2,1380,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Hebbal,4,2483,5,Yes,2,212,Ready To Move,2019
Built up  Area,Kodigehaali,2,1166,2,Yes,2,55,Ready To Move,2017
Super built up  Area,Bannerghatta Road,2,1050,2,Yes,1,65,Ready To Move,2017
Super built up  Area,Gopalapura,3,2024,3,Yes,2,275,19-Mar,2015
Super built up  Area,Begur Road,2,1200,2,Yes,2,46.8,Ready To Move,2017
Super built up  Area,Lakshminarayana Pura,3,1600,2,Yes,1,108,Ready To Move,2017
Super built up  Area,Billekahalli,3,1935,3,Yes,2,110,Ready To Move,2015
Super built up  Area,8th Phase JP Nagar,1,451,1,Yes,0,29.9,18-May,2017
Super built up  Area,Electronic City,3,1800,3,Yes,2,95,Ready To Move,2015
Super built up  Area,Jalahalli,3,1400,3,Yes,0,77,18-May,2015
Super built up  Area,Hegde Nagar,3,1801,3,Yes,2,115,Ready To Move,2015
Built up  Area,Mahadevpura,2,1451,2,Yes,,90,Ready To Move,2017
Plot  Area,Anekal,2,1200,1,Yes,1,36,19-Jan,2017
Super built up  Area,Begur Road,2,1160,2,Yes,2,44,Ready To Move,2017
Built up  Area,Kengeri,2,1000,2,Yes,1,25,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,950,2,Yes,1,40,Ready To Move,2017
Built up  Area,"Hoodi Circle, ",3,1629,3,Yes,2,79,20-Dec,2015
Built up  Area,Vijayanagar,3,1580,2,Yes,0,134,Ready To Move,2017
Super built up  Area,Vijayanagar,3,1826,3,Yes,2,121,21-Jun,2015
Built up  Area,7th Phase JP Nagar,2,1245,2,Yes,1,94,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1145,2,Yes,2,45.79,Ready To Move,2017
Super built up  Area,Sompura,2,825,2,Yes,1,33,Ready To Move,2017
Super built up  Area,Yeshwanthpur,3,1693,3,Yes,3,108,18-Aug,2015
Super built up  Area,Electronics City Phase 1,2,1113,2,Yes,2,53,Ready To Move,2017
Built up  Area,Ashirvad Colony,2,1460,2,Yes,1,58,Ready To Move,2017
Built up  Area,Doddathoguru,2,1050,2,Yes,1,32,Ready To Move,2017
Built up  Area,Dodda Nekkundi,2,1260,2,Yes,2,55,Ready To Move,2017
Super built up  Area,K N Extension,6,700,3,Yes,,120,Ready To Move,2015
Built up  Area,Hosur Road,2,1656,2,Yes,1,120,Ready To Move,2017
Super built up  Area,Chandapura,3,1208,3,Yes,1,45,Ready To Move,2015
Super built up  Area,Whitefield,3,1910,3,Yes,2,161,Ready To Move,2015
Super built up  Area,Whitefield,4,3252,4,Yes,1,230,Ready To Move,2018
Plot  Area,Battarahalli,2,1200,2,Yes,1,65,Ready To Move,2017
Super built up  Area,Gokula Extension,4,1200,4,Yes,1,175,Ready To Move,2018
Super built up  Area,7th Phase JP Nagar,2,1175,2,Yes,1,82,Ready To Move,2017
Plot  Area,Kamakshipalya,2,1000,2,Yes,0,165,Ready To Move,2017
Plot  Area,Bannerghatta Road,4,1200,2,Yes,0,125,Ready To Move,2017
Super built up  Area,Rajaji Nagar,3,2390,3,Yes,2,410,Ready To Move,2015
Super built up  Area,Rajaji Nagar,7,12000,6,Yes,3,2200,19-Jan,2019
Plot  Area,Sultan Palaya,2,550,1,Yes,1,62,Ready To Move,2017
Super built up  Area,Kengeri,1,34,1,Yes,0,18.5,Ready To Move,2017
Super built up  Area,Sanne Amanikere,2,1185,2,Yes,,38,Ready To Move,2017
Super built up  Area,Kengeri,2,750,2,Yes,1,38,Ready To Move,2017
Plot  Area,Mahalakshmi Layout,6,1200,7,Yes,3,250,Ready To Move,2020
Super built up  Area,Kanakpura Road,3,1550,3,Yes,3,64.5,Ready To Move,2015
Built up  Area,Amco Colony,3,1760,3,Yes,2,88,Ready To Move,2015
Super built up  Area,Billekahalli,2,1125,2,Yes,2,62,Ready To Move,2017
Plot  Area,Nagarbhavi,3,1350,3,Yes,2,150,Ready To Move,2015
Plot  Area,Anandapura,2,1000,2,Yes,1,55,17-Dec,2017
Built up  Area,Bommasandra Industrial Area,2,1090,2,Yes,2,31.48,18-Aug,2017
Plot  Area,TC Palaya,2,1200,2,Yes,0,60,Ready To Move,2017
Super built up  Area,Budigere,3,1991,4,Yes,2,103,Ready To Move,2018
Super built up  Area,Bommasandra,2,1060,2,Yes,1,26.5,18-Oct,2017
Super built up  Area,Ambalipura,2,1105,2,Yes,1,75,Ready To Move,2017
Built up  Area,Hoodi,2,985,2,Yes,2,67,Ready To Move,2017
Plot  Area,Chandapura,6,1533,5,Yes,3,85,Ready To Move,2019
Super built up  Area,Balagere,3,1590,3,Yes,2,79,17-Jul,2015
Super built up  Area,CV Raman Nagar,2,1120,2,Yes,2,55,Ready To Move,2017
Super built up  Area,Samethanahalli,2,1069,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Marathahalli,3,1933,3,Yes,2,140,Ready To Move,2015
Built up  Area,Hosur Road,2,1194,2,Yes,0,69,16-Mar,2017
Super built up  Area,Brookefield,2,1150,2,Yes,3,69,Ready To Move,2017
Super built up  Area,Yelenahalli,2,1240,2,Yes,2,47.12,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1419,2,Yes,2,48.1,Ready To Move,2017
Plot  Area,7th Phase JP Nagar,8,1200,8,Yes,,250,Ready To Move,2020
Super built up  Area,Richmond Town,3,2150,4,Yes,,240,Ready To Move,2018
Super built up  Area,Suddaguntepalya,3,1450,3,Yes,2,55,Ready To Move,2015
Super built up  Area,Udayapur Village,3,1630,3,Yes,2,68.29,18-Jul,2015
Super built up  Area,Dasanapura,2,708,1,Yes,1,40,Ready To Move,2017
Plot  Area,Kasavanhalli,3,1000,4,Yes,3,110,Ready To Move,2018
Plot  Area,Whitefield,4,11890,4,Yes,3,700,Ready To Move,2018
Super built up  Area,Bellandur,2,1250,2,Yes,1,76,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,3,1400,2,Yes,1,95,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1670,2,Yes,3,57,Ready To Move,2017
Super built up  Area,Ardendale,3,1750,3,Yes,2,100,Ready To Move,2015
Super built up  Area,Vittasandra,2,1404,2,Yes,1,71,Ready To Move,2017
Super built up  Area,Hoodi,3,1715,2,Yes,2,95,Ready To Move,2017
Built up  Area,Electronic City,1,630,1,Yes,1,34.65,18-Apr,2017
Super built up  Area,Harlur,3,1752,3,Yes,2,135,Ready To Move,2015
Super built up  Area,Hulimavu,3,1650,3,Yes,2,78,Ready To Move,2015
Super built up  Area,Raja Rajeshwari Nagar,2,1295,2,Yes,1,55.47,Ready To Move,2017
Plot  Area,Giri Nagar,3,1800,3,Yes,2,252,Ready To Move,2015
Super built up  Area,Sarjapur  Road,2,1346,2,Yes,1,74.03,18-Sep,2017
Plot  Area,Thippasandra,4,1200,4,Yes,2,200,Ready To Move,2018
Super built up  Area,Hormavu,2,1150,2,Yes,2,55,Ready To Move,2017
Built up  Area,Chikkabidarakallu,4,3309,4,Yes,3,325,Ready To Move,2018
Super built up  Area,Chandapura,3,1190,2,Yes,2,30.35,18-May,2017
Super built up  Area,AECS Layout,3,1620,3,Yes,2,98,Ready To Move,2015
Super built up  Area,Marathahalli,2,950,2,Yes,1,46.96,18-Apr,2017
Super built up  Area,1 Giri Nagar,11,5000,9,Yes,3,360,Ready To Move,2021
Super built up  Area,Harlur,3,2450,3,Yes,0,120,Ready To Move,2015
Super built up  Area,Electronic City Phase II,3,1220,2,Yes,1,35.23,18-May,2017
Super built up  Area,Hoysalanagar,2,850,2,Yes,1,30,Ready To Move,2017
Built up  Area,Padmanabhanagar,2,1020,2,Yes,2,63,Ready To Move,2017
Built up  Area,Chikkalasandra,2,1100,2,Yes,2,50,Ready To Move,2017
Super built up  Area,Defence Colony,2,1150,2,Yes,2,126,Ready To Move,2017
Super built up  Area,Hebbal,3,1760,2,Yes,2,130,18-Dec,2017
Super built up  Area,Ambalipura,3,1800,3,Yes,3,110,Ready To Move,2015
Super built up  Area,Akshaya Nagar,2,1070,2,Yes,1,54,Ready To Move,2017
Plot  Area,2nd Stage Nagarbhavi,4,1500,4,Yes,2,220,Ready To Move,2018
Plot  Area,Vidyaranyapura,2,1440,2,Yes,0,95,Ready To Move,2017
Super built up  Area,Amruthahalli,2,900,2,Yes,1,40,Ready To Move,2017
Built up  Area,ITI Employees Layout,4,1200,4,Yes,1,230,Ready To Move,2018
Super built up  Area,Whitefield,2,1130,2,Yes,1,42.16,18-May,2017
Super built up  Area,Koramangala,2,1320,2,Yes,1,165,Ready To Move,2017
Super built up  Area,Kodigehalli,2,1270,2,Yes,1,98,19-Jun,2017
Built up  Area,Patelappa Layout,2,1200,2,Yes,1,62,Ready To Move,2017
Super built up  Area,Ring Road Nagarbhavi,4,4800,4,Yes,,235,Ready To Move,2018
Super built up  Area,NS Palya,2,1200,2,Yes,1,74,Ready To Move,2017
Super built up  Area,Subramanyapura,2,929,2,Yes,0,50.17,Ready To Move,2017
Built up  Area,RMV 2nd Stage,4,1150,4,Yes,2,260,Ready To Move,2018
Plot  Area,Basavangudi,4,1125,4,Yes,3,180,Ready To Move,2018
Plot  Area,Kenchenahalli,5,500,3,Yes,2,65,Ready To Move,2015
Plot  Area,3rd Block Hrbr Layout,5,1200,5,Yes,2,190,Ready To Move,2019
Super built up  Area,KUDLU MAIN ROAD,3,1464,3,Yes,2,56,Ready To Move,2015
Super built up  Area,7th Phase JP Nagar,4,3600,4,Yes,3,400,Ready To Move,2018
Plot  Area,Bank Avenue,4,2000,4,Yes,2,99,Ready To Move,2018
Super built up  Area,Chikkalasandra,2,1208,2,Yes,1,49,Ready To Move,2017
Super built up  Area,Hebbal Kempapura,2,1130,2,Yes,2,60,Ready To Move,2017
Super built up  Area,Surabhi Layout,3,1753,3,Yes,2,120,Ready To Move,2015
Super built up  Area,Old Madras Road,5,4500,7,Yes,3,337,Ready To Move,2020
Plot  Area,Banjara Layout,3,600,3,Yes,2,58,Ready To Move,2015
Super built up  Area,Hoodi,2,1196,2,Yes,2,94.42,22-Jun,2017
Built up  Area,5th Phase JP Nagar,2,1150,3,Yes,3,52.5,Ready To Move,2015
Super built up  Area,Electronic City,2,1128,2,Yes,1,63,18-Apr,2017
Super built up  Area,Omkar Nagar,2,1000,2,Yes,1,53,Ready To Move,2017
Super built up  Area,Yelahanka,2,1035,2,Yes,1,45,Ready To Move,2017
Built up  Area,Kereguddadahalli,2,950,2,Yes,1,32,Ready To Move,2017
Super built up  Area,Bisuvanahalli,3,1075,2,Yes,1,36,Ready To Move,2017
Super built up  Area,Whitefield,2,1040,2,Yes,1,48.5,Ready To Move,2017
Plot  Area,Maragondanahalli,2,720,2,Yes,1,45,17-Oct,2017
Super built up  Area,Lingadheeranahalli,3,1511,3,Yes,1,95,Ready To Move,2015
Built up  Area,Silk Board,3,1300,3,Yes,1,58,Ready To Move,2015
Super built up  Area,Hoodi,3,1545,3,Yes,1,68.75,19-Dec,2015
Built up  Area,Shampura,1,375,2,Yes,0,26,Ready To Move,2017
Super built up  Area,Vidyaranyapura,2,1062,2,Yes,3,38,Ready To Move,2017
Super built up  Area,Kada Agrahara,2,1115,2,Yes,1,40,Ready To Move,2017
Super built up  Area,JP Nagar,2,1000,2,Yes,1,35,Ready To Move,2017
Super built up  Area,Kambipura,2,883,2,Yes,1,45,17-May,2017
Super built up  Area,Sarjapur  Road,2,1195,2,Yes,1,70,19-Apr,2017
Plot  Area,BHEL Layout,4,1200,3,Yes,1,165,Ready To Move,2015
Built up  Area,Medahalli,1,700,1,Yes,0,41,Ready To Move,2017
Super built up  Area,Vittasandra,2,1246,2,Yes,1,67,Ready To Move,2017
Plot  Area,8th Phase JP Nagar,4,660,4,Yes,2,90,Ready To Move,2018
Plot  Area,Banashankari Stage III,4,8500,4,Yes,2,145,Ready To Move,2018
Super built up  Area,Kashi Nagar,4,1600,4,Yes,1,80,Ready To Move,2018
Super built up  Area,Haralur Road,4,2805,5,Yes,3,154,18-Dec,2019
Super built up  Area,Begur Road,3,1584,3,Yes,,65,Ready To Move,2015
Plot  Area,Sector 7 HSR Layout,4,3000,5,Yes,1,275,Ready To Move,2019
Built up  Area,Hosur Road,3,1175,2,Yes,2,48,Ready To Move,2017
Built up  Area,"Yemlur, Old Airport Road, ",3,1595,3,Yes,2,115,19-Jul,2015
Super built up  Area,VHBCS Layout,2,1353,2,Yes,2,110,Ready To Move,2017
Super built up  Area,Electronic City,3,1599,3,Yes,2,125,18-Apr,2015
Super built up  Area,Whitefield,2,1150,2,Yes,1,70,Ready To Move,2017
Super built up  Area,Jakkur,4,5230,6,Yes,1,465,17-Dec,2019
Super built up  Area,KR Puram,2,1155,2,Yes,2,42.74,Ready To Move,2017
Built up  Area,Ittamadu,1,1200,2,Yes,0,85,Ready To Move,2017
Super built up  Area,Electronic City Phase II,2,1000,2,Yes,1,25,18-Jul,2017
Super built up  Area,Thanisandra,4,3000,4,Yes,,120,Ready To Move,2018
Built up  Area,Rajiv Nagar,3,1867,3,Yes,1,160,Ready To Move,2015
Super built up  Area,Ramagondanahalli,2,1251,2,Yes,1,47,18-Jun,2017
Super built up  Area,Gattahalli,2,1028,2,Yes,1,45.5,18-Apr,2017
Super built up  Area,Arekere,2,1222,2,Yes,2,45,Ready To Move,2017
Super built up  Area,Bannerghatta Road,3,1170,2,Yes,1,66,Ready To Move,2017
Super built up  Area,Hebbal,3,2400,4,Yes,1,245,Ready To Move,2018
Super built up  Area,Ramanjaneyanagar,3,1385,2,Yes,2,48.48,Ready To Move,2017
Super built up  Area,HSR Layout,2,1372,2,Yes,1,68,Ready To Move,2017
Super built up  Area,Magadi Road,3,1282,2,Yes,2,49,Ready To Move,2017
Super built up  Area,Mico Layout,9,5000,9,Yes,3,210,Ready To Move,2021
Built up  Area,7th Block Jayanagar,5,3000,3,Yes,1,528,Ready To Move,2015
Super built up  Area,Kanakpura Road,2,1135,2,Yes,1,39.73,Ready To Move,2017
Built up  Area,Whitefield,3,1768,3,Yes,2,101,20-Dec,2015
Built up  Area,Byatarayanapura,3,1325,2,Yes,1,90,Ready To Move,2017
Super built up  Area,Electronic City,3,1599,3,Yes,2,99,18-Apr,2015
Plot  Area,Whitefield,3,1500,3,Yes,1,61.95,18-Mar,2015
Plot  Area,2nd Phase JP Nagar,3,2610,3,Yes,0,499,Ready To Move,2015
Super built up  Area,Uttarahalli,2,1286,2,Yes,2,63,Ready To Move,2017
Built up  Area,Kammanahalli,5,2845,5,Yes,1,140,Ready To Move,2019
Super built up  Area,K G Colony,3,1600,2,Yes,,50,Ready To Move,2017
Super built up  Area,Hennur Road,2,1440,2,Yes,0,63.77,18-Sep,2017
Super built up  Area,Hebbal,3,3450,5,Yes,2,260,Ready To Move,2019
Super built up  Area,Munnekollal,2,1102,2,Yes,2,53.67,18-Apr,2017
Super built up  Area,Yelahanka,2,1350,2,Yes,2,54,Ready To Move,2017
Super built up  Area,Banashankari,3,1200,2,Yes,2,42,Ready To Move,2017
Plot  Area,Hosa Road,6,1300,6,Yes,0,145,Ready To Move,2019
Plot  Area,Herohalli,2,1800,1,Yes,1,80,Ready To Move,2017
Built up  Area,Chikkabanavar,2,950,2,Yes,1,40,Ready To Move,2017
Super built up  Area,Kanakpura Road,1,525,1,Yes,1,27.25,21-Dec,2017
Built up  Area,Attibele,2,656,2,Yes,1,25,Ready To Move,2017
Plot  Area,Marathahalli,4,1780,4,Yes,3,175,Ready To Move,2018
Super built up  Area,3rd Block Hrbr Layout,2,1056,2,Yes,1,80,Ready To Move,2017
Super built up  Area,Bannerghatta Road,1,595,1,Yes,1,33.32,21-Feb,2017
Built up  Area,Ittamadu,2,1080,2,Yes,2,50,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,3,2225,3,Yes,1,160,19-Dec,2015
Super built up  Area,Bommasandra,2,1126,2,Yes,1,28.15,18-Aug,2017
Super built up  Area,Electronics City Phase 1,3,1490,3,Yes,1,84,Ready To Move,2015
Plot  Area,HRBR Layout,4,2000,4,Yes,1,300,Ready To Move,2018
Super built up  Area,Sarjapur  Road,3,1550,3,Yes,3,100,Ready To Move,2015
Super built up  Area,HRBR Layout,3,1600,3,Yes,2,86,Ready To Move,2015
Built up  Area,Ashwini layout,2,1160,2,Yes,1,55,Ready To Move,2017
Built up  Area,Whitefield,4,4144,4,Yes,3,315,Ready To Move,2018
Super built up  Area,Sarjapur  Road,3,2100,3,Yes,2,125,Ready To Move,2015
Super built up  Area,Vittasandra,2,1404,2,Yes,1,69.3,Ready To Move,2017
Plot  Area,Sarjapur  Road,4,2230,4,Yes,3,225,Ready To Move,2018
Super built up  Area,Marathalli bridge,3,1544,3,Yes,,120,Ready To Move,2015
Super built up  Area,Banashankari Stage III,3,1305,2,Yes,1,58.7,18-May,2017
Super built up  Area,Marathahalli,2,1230,2,Yes,2,80,Ready To Move,2017
Plot  Area,T.C PALYA,2,1200,2,Yes,0,65,Ready To Move,2017
Super built up  Area,Harlur,3,1460,3,Yes,1,73,Ready To Move,2015
Plot  Area,Sarjapur  Road,,2400,,Yes,,34.185,Immediate Possession,
Built up  Area,Gottigere,2,967,2,Yes,3,45,Ready To Move,2017
Built up  Area,Byatarayanapura,1,540,1,Yes,1,36,Ready To Move,2017
Super built up  Area,Hormavu,1,715,1,Yes,2,46,19-Dec,2017
Super built up  Area,Whitefield,3,2500,3,Yes,2,313,Ready To Move,2015
Super built up  Area,Dooravani Nagar,3,1578,3,Yes,1,180,Ready To Move,2015
Super built up  Area,Mysore Road,2,1020,2,Yes,1,48.95,Ready To Move,2017
Super built up  Area,Jigani,2,1020,2,Yes,1,40,Ready To Move,2017
Super built up  Area,Koramangala,2,1253,2,Yes,1,102,Ready To Move,2017
Super built up  Area,JCR Layout,2,1180,2,Yes,2,42,Ready To Move,2017
Super built up  Area,Nehru Nagar,2,961,2,Yes,2,38,Ready To Move,2017
Built up  Area,Kanakapura,3,1419,3,Yes,3,75,Ready To Move,2015
Super built up  Area,Harlur,3,1709,3,Yes,2,150,Ready To Move,2015
Plot  Area,Papareddipalya,2,1600,2,Yes,0,115,Ready To Move,2017
Super built up  Area,Venkatapura,1,416,1,Yes,1,18.5,18-Jul,2017
Carpet  Area,Sanjay nagar,2,1100,2,Yes,2,98,Ready To Move,2017
Super built up  Area,HSR Layout,3,1430,2,Yes,1,65,Ready To Move,2017
Super built up  Area,Sneha Colony,2,1260,2,Yes,2,45,Ready To Move,2017
Built up  Area,RMV Extension,3,1630,3,Yes,2,85,Ready To Move,2015
Super built up  Area,Sarjapur  Road,3,1249,3,Yes,2,44.71,19-May,2015
Super built up  Area,Kalena Agrahara,3,1450,2,Yes,3,85,Ready To Move,2017
Super built up  Area,Konanakunte,3,2791,3,Yes,1,223,17-Nov,2015
Super built up  Area,Hosapalya,1,600,1,Yes,0,90,Ready To Move,2017
Built up  Area,Ashwini layout,1,834,1,Yes,1,60,Ready To Move,2017
Plot  Area,Doddagubbi,3,1125,4,Yes,1,70,Ready To Move,2018
Super built up  Area,Arekere,3,2060,3,Yes,2,140,Ready To Move,2015
Super built up  Area,Malleshwaram,7,12000,7,Yes,3,2200,19-Jan,2020
Built up  Area,Gottigere,2,891,2,Yes,1,25,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1133,2,Yes,1,49.07,Ready To Move,2017
Built up  Area,Bisuvanahalli,3,1075,2,Yes,1,37,Ready To Move,2017
Super built up  Area,Sector 6 HSR Layout,4,3000,5,Yes,2,260,18-May,2019
Plot  Area,Brookefield,4,2440,5,Yes,2,425,Ready To Move,2019
Built up  Area,Vidyaranyapura,2,1200,2,Yes,2,55,Ready To Move,2017
Super built up  Area,Thanisandra,2,1075,2,Yes,2,45.8,Ready To Move,2017
Super built up  Area,Kaggadasapura,2,1140,2,Yes,2,40,Ready To Move,2017
Plot  Area,Margondanahalli,5,940,4,Yes,2,150,Ready To Move,2018
Plot  Area,ITI Layout,6,2160,5,Yes,1,250,Ready To Move,2019
Super built up  Area,Raja Rajeshwari Nagar,2,1090,2,Yes,1,42,Ready To Move,2017
Built up  Area,R.T. Nagar,4,1500,4,Yes,1,70,Ready To Move,2018
Super built up  Area,Whitefield,4,4104,4,Yes,2,360,Ready To Move,2018
Super built up  Area,Whitefield,3,1790,3,Yes,,100,Ready To Move,2015
Super built up  Area,Hebbal,3,1920,3,Yes,2,134,18-Dec,2015
Built up  Area,HRBR Layout,2,1374,2,Yes,2,95,Ready To Move,2017
Carpet  Area,Bannerghatta Road,3,1445,3,Yes,2,95,Ready To Move,2015
Super built up  Area,Kanakapura,1,711,1,Yes,1,36,19-Dec,2017
Super built up  Area,Tumkur Road,3,1500,3,Yes,3,95,Ready To Move,2015
Super built up  Area,Whitefield,3,1720,3,Yes,3,100,Ready To Move,2015
Super built up  Area,Vasanthapura,3,1400,3,Yes,2,60,Ready To Move,2015
Built up  Area,Kundalahalli,2,1030,2,Yes,2,49,Ready To Move,2017
Super built up  Area,Mysore Road,2,1200,2,Yes,1,85,Ready To Move,2017
Carpet  Area,Hosahalli,3,1375,3,Yes,2,70,18-Jul,2015
Plot  Area,Hegde Nagar,2,1050,1,Yes,,56,Ready To Move,2017
Super built up  Area,Jalahalli,3,2250,3,Yes,2,160,Ready To Move,2015
Super built up  Area,Bellandur,2,1000,2,Yes,2,50,Ready To Move,2017
Super built up  Area,Jalahalli West,1,469,1,Yes,0,25,Ready To Move,2017
Super built up  Area,Marathahalli,4,3800,4,Yes,3,250,Ready To Move,2018
Super built up  Area,Kambipura,2,883,2,Yes,1,29,Ready To Move,2017
Super built up  Area,GM Palaya,3,1820,2,Yes,3,86,Ready To Move,2017
Built up  Area,Singasandra,3,1440,2,Yes,3,65,Ready To Move,2017
Super built up  Area,near Ramanashree California resort,6,3600,4,Yes,1,160,Ready To Move,2018
Built up  Area,Malleshwaram,4,2500,5,Yes,2,325,Ready To Move,2019
Super built up  Area,Mahadevpura,2,1225,2,Yes,2,48,18-Aug,2017
Plot  Area,"6th block banashankari 3rd stage, 100 feet ORR",3,4000,3,Yes,1,660,Ready To Move,2015
Carpet  Area,Chikkalasandra,2,875,2,Yes,3,52.8,Ready To Move,2017
Super built up  Area,Jalahalli East,1,750,1,Yes,2,40,Ready To Move,2017
Super built up  Area,6th Phase JP Nagar,2,1180,2,Yes,3,80,Ready To Move,2017
Super built up  Area,Haralur Road,2,1194,2,Yes,2,47,Ready To Move,2017
Super built up  Area,Hennur Road,3,1500,2,Yes,2,62,Ready To Move,2017
